Mã Tài Sản,Tên Thiết Bị,Danh Mục,Model/Kích Thước,Số Serial/Mã Lô,Phòng Ban,Vị Trí,Người Quản Lý,Trạng Thái,Nguyên Giá (VNĐ),Ngày Mua,Ghi Chú
AST-00354,Pallet Nhựa Xanh Lót Sàn #354,Pallet Nhựa,1100x1100x120mm,SN-2026-73779,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy B - Ô 26,Phạm Thị Lan,LOANED,360020,2026-01-19,Tài sản mẫu kiểm thử số 354
AST-00355,Pallet Nhựa Đen 1200x1000mm #355,Pallet Nhựa,1200x1000x150mm,SN-2026-99660,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy A - Ô 93,Lê Vũ Tường,LOANED,455820,2026-01-20,Tài sản mẫu kiểm thử số 355
AST-00356,Ghế Xoay Lưới Công Trình Ergonomic #356,Thiết Bị Văn Phòng,Hòa Phát EG-01,SN-2026-61546,DEPT-OFFICE,Tầng 5 - Khối Văn Phòng - Ô 74,Nguyễn Thị Hoa,ACTIVE,1862870,2026-01-21,Tài sản mẫu kiểm thử số 356
AST-00357,Pallet Gỗ Thông Xuất Khẩu Euro #357,Pallet Gỗ,1200x800x144mm,SN-2026-99851,DEPT-WAREHOUSE,Kho Xuất Hàng C - Ô 71,Phạm Thị Lan,ACTIVE,219540,2026-01-22,Tài sản mẫu kiểm thử số 357
AST-00358,Máy Điều Hòa Âm Trần Daikin 36000BTU #358,Thiết Bị Văn Phòng,FCNQ36MV1,SN-2026-76282,DEPT-OFFICE,Tầng 5 - Phòng Họp Lớn - Ô 86,Phạm Thị Lan,LOANED,37999960,2026-01-23,Tài sản mẫu kiểm thử số 358
AST-00359,Máy Nén Khí Piston 15HP #359,Máy Móc Nhà Máy,Pegasus T-15,SN-2026-11927,DEPT-FACTORY,Xưởng Cơ Khí A2 - Ô 57,Trần Văn Nam,SPARE,35010130,2026-01-24,Tài sản mẫu kiểm thử số 359
AST-00360,Ghế Xoay Lưới Công Trình Ergonomic #360,Thiết Bị Văn Phòng,Hòa Phát EG-01,SN-2026-67596,DEPT-OFFICE,Tầng 5 - Khối Văn Phòng - Ô 26,Trần Văn Nam,ACTIVE,1841870,2026-01-25,Tài sản mẫu kiểm thử số 360
AST-00361,Máy In Tem Nhãn QR Code Thermal #361,Thiết Bị IT,Xprinter XP-420B,SN-2026-69606,DEPT-IT,Tầng 4 - Phòng IT - Ô 51,Trần Văn Nam,LOANED,2785490,2026-01-26,Tài sản mẫu kiểm thử số 361
AST-00362,Pallet Nhựa Đen 1200x1000mm #362,Pallet Nhựa,1200x1000x150mm,SN-2026-19218,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy A - Ô 84,Hoàng Văn Thái,ACTIVE,458210,2026-01-27,Tài sản mẫu kiểm thử số 362
AST-00363,Bộ Máy Hàn TIG Điện Tử 250A #363,Dụng Cụ Công Nghiệp,Jasic TIG-250A,SN-2026-34614,DEPT-WAREHOUSE,Kho Dụng Cụ Kỹ Thuật - Ô 31,Nguyễn Văn Hùng,ACTIVE,12529760,2026-01-28,Tài sản mẫu kiểm thử số 363
AST-00364,Máy Điều Hòa Âm Trần Daikin 36000BTU #364,Thiết Bị Văn Phòng,FCNQ36MV1,SN-2026-60705,DEPT-OFFICE,Tầng 5 - Phòng Họp Lớn - Ô 1,Hoàng Văn Thái,ACTIVE,38016420,2026-01-01,Tài sản mẫu kiểm thử số 364
AST-00365,Máy Nén Khí Piston 15HP #365,Máy Móc Nhà Máy,Pegasus T-15,SN-2026-81243,DEPT-FACTORY,Xưởng Cơ Khí A2 - Ô 4,Trần Văn Nam,ACTIVE,35047970,2026-01-02,Tài sản mẫu kiểm thử số 365
AST-00366,Laptop Dell Latitude 5440 i7 #366,Thiết Bị IT,Core i7 16GB 512GB,SN-2026-64904,DEPT-IT,Tầng 4 - Phòng IT - Ô 52,Lê Vũ Tường,ACTIVE,22534430,2026-01-03,Tài sản mẫu kiểm thử số 366
AST-00367,Pallet Nhựa 2 Mặt Tải Trọng Nặng #367,Pallet Nhựa,1200x1200x160mm,SN-2026-23746,DEPT-WAREHOUSE,Kho Hàng A1 - Kệ Heavy Duty - Ô 4,Phạm Minh Đức,ACTIVE,623230,2026-01-04,Tài sản mẫu kiểm thử số 367
AST-00368,Máy Nén Khí Piston 15HP #368,Máy Móc Nhà Máy,Pegasus T-15,SN-2026-24326,DEPT-FACTORY,Xưởng Cơ Khí A2 - Ô 55,Phạm Thị Lan,ACTIVE,35006620,2026-01-05,Tài sản mẫu kiểm thử số 368
AST-00369,Máy Nén Khí Piston 15HP #369,Máy Móc Nhà Máy,Pegasus T-15,SN-2026-69327,DEPT-FACTORY,Xưởng Cơ Khí A2 - Ô 93,Lê Vũ Tường,REPAIR,35023490,2026-01-06,Tài sản mẫu kiểm thử số 369
AST-00370,Pallet Gỗ Thông Xuất Khẩu Euro #370,Pallet Gỗ,1200x800x144mm,SN-2026-88133,DEPT-WAREHOUSE,Kho Xuất Hàng C - Ô 81,Hoàng Văn Thái,SPARE,228120,2026-01-07,Tài sản mẫu kiểm thử số 370
AST-00371,Pallet Gỗ Thông Xuất Khẩu Euro #371,Pallet Gỗ,1200x800x144mm,SN-2026-28759,DEPT-WAREHOUSE,Kho Xuất Hàng C - Ô 33,Phạm Minh Đức,ACTIVE,257540,2026-01-08,Tài sản mẫu kiểm thử số 371
AST-00372,Pallet Nhựa Đen 1200x1000mm #372,Pallet Nhựa,1200x1000x150mm,SN-2026-82397,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy A - Ô 79,Nguyễn Thị Hoa,ACTIVE,416770,2026-01-09,Tài sản mẫu kiểm thử số 372
AST-00373,Laptop Dell Latitude 5440 i7 #373,Thiết Bị IT,Core i7 16GB 512GB,SN-2026-16707,DEPT-IT,Tầng 4 - Phòng IT - Ô 51,Nguyễn Thị Hoa,REPAIR,22496420,2026-01-10,Tài sản mẫu kiểm thử số 373
AST-00374,Pallet Nhựa Xanh Lót Sàn #374,Pallet Nhựa,1100x1100x120mm,SN-2026-36951,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy B - Ô 73,Hoàng Văn Thái,ACTIVE,400650,2026-01-11,Tài sản mẫu kiểm thử số 374
AST-00375,Máy Nén Khí Piston 15HP #375,Máy Móc Nhà Máy,Pegasus T-15,SN-2026-85486,DEPT-FACTORY,Xưởng Cơ Khí A2 - Ô 100,Trần Văn Nam,LOANED,34991860,2026-01-12,Tài sản mẫu kiểm thử số 375
AST-00376,Pallet Nhựa Đen 1200x1000mm #376,Pallet Nhựa,1200x1000x150mm,SN-2026-47206,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy A - Ô 82,Lê Vũ Tường,ACTIVE,468410,2026-01-13,Tài sản mẫu kiểm thử số 376
AST-00377,Máy Điều Hòa Âm Trần Daikin 36000BTU #377,Thiết Bị Văn Phòng,FCNQ36MV1,SN-2026-68937,DEPT-OFFICE,Tầng 5 - Phòng Họp Lớn - Ô 43,Trần Văn Nam,REPAIR,38003530,2026-01-14,Tài sản mẫu kiểm thử số 377
AST-00378,Máy Điều Hòa Âm Trần Daikin 36000BTU #378,Thiết Bị Văn Phòng,FCNQ36MV1,SN-2026-63410,DEPT-OFFICE,Tầng 5 - Phòng Họp Lớn - Ô 28,Phạm Minh Đức,LOANED,38005640,2026-01-15,Tài sản mẫu kiểm thử số 378
AST-00379,Máy Nén Khí Piston 15HP #379,Máy Móc Nhà Máy,Pegasus T-15,SN-2026-69377,DEPT-FACTORY,Xưởng Cơ Khí A2 - Ô 20,Hoàng Văn Thái,ACTIVE,34991140,2026-01-16,Tài sản mẫu kiểm thử số 379
AST-00380,Xe Nâng Điện Toyota 2.5 Tấn #380,Máy Móc Nhà Máy,Toyota 8FBN25,SN-2026-51008,DEPT-FACTORY,Nhà Máy A1 - Cầu Cảng - Ô 17,Hoàng Văn Thái,SPARE,420038550,2026-01-17,Tài sản mẫu kiểm thử số 380
AST-00381,Pallet Nhựa Đen 1200x1000mm #381,Pallet Nhựa,1200x1000x150mm,SN-2026-44284,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy A - Ô 43,Nguyễn Thị Hoa,ACTIVE,470650,2026-01-18,Tài sản mẫu kiểm thử số 381
AST-00382,Màn Hình Dell UltraSharp 27 inch 4K #382,Thiết Bị IT,U2723QE,SN-2026-37515,DEPT-IT,Tầng 4 - Phòng IT - Ô 76,Phạm Thị Lan,REPAIR,12790890,2026-01-19,Tài sản mẫu kiểm thử số 382
AST-00383,Bộ Máy Hàn TIG Điện Tử 250A #383,Dụng Cụ Công Nghiệp,Jasic TIG-250A,SN-2026-33659,DEPT-WAREHOUSE,Kho Dụng Cụ Kỹ Thuật - Ô 36,Nguyễn Văn Hùng,SPARE,12533790,2026-01-20,Tài sản mẫu kiểm thử số 383
AST-00384,Bộ Máy Hàn TIG Điện Tử 250A #384,Dụng Cụ Công Nghiệp,Jasic TIG-250A,SN-2026-26600,DEPT-WAREHOUSE,Kho Dụng Cụ Kỹ Thuật - Ô 78,Phạm Minh Đức,REPAIR,12548540,2026-01-21,Tài sản mẫu kiểm thử số 384
AST-00385,Máy Nén Khí Piston 15HP #385,Máy Móc Nhà Máy,Pegasus T-15,SN-2026-89343,DEPT-FACTORY,Xưởng Cơ Khí A2 - Ô 48,Hoàng Văn Thái,REPAIR,34969200,2026-01-22,Tài sản mẫu kiểm thử số 385
AST-00386,Pallet Gỗ Thông Xuất Khẩu Euro #386,Pallet Gỗ,1200x800x144mm,SN-2026-26149,DEPT-WAREHOUSE,Kho Xuất Hàng C - Ô 43,Lê Vũ Tường,ACTIVE,208700,2026-01-23,Tài sản mẫu kiểm thử số 386
AST-00387,Bộ Máy Hàn TIG Điện Tử 250A #387,Dụng Cụ Công Nghiệp,Jasic TIG-250A,SN-2026-40057,DEPT-WAREHOUSE,Kho Dụng Cụ Kỹ Thuật - Ô 4,Hoàng Văn Thái,REPAIR,12454970,2026-01-24,Tài sản mẫu kiểm thử số 387
AST-00388,Máy Điều Hòa Âm Trần Daikin 36000BTU #388,Thiết Bị Văn Phòng,FCNQ36MV1,SN-2026-58882,DEPT-OFFICE,Tầng 5 - Phòng Họp Lớn - Ô 33,Hoàng Văn Thái,LOANED,37950410,2026-01-25,Tài sản mẫu kiểm thử số 388
AST-00389,Pallet Nhựa Đen 1200x1000mm #389,Pallet Nhựa,1200x1000x150mm,SN-2026-80508,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy A - Ô 100,Nguyễn Văn Hùng,ACTIVE,430370,2026-01-26,Tài sản mẫu kiểm thử số 389
AST-00390,Laptop Dell Latitude 5440 i7 #390,Thiết Bị IT,Core i7 16GB 512GB,SN-2026-77400,DEPT-IT,Tầng 4 - Phòng IT - Ô 15,Nguyễn Thị Hoa,SPARE,22472930,2026-01-27,Tài sản mẫu kiểm thử số 390
AST-00391,Pallet Nhựa 2 Mặt Tải Trọng Nặng #391,Pallet Nhựa,1200x1200x160mm,SN-2026-16478,DEPT-WAREHOUSE,Kho Hàng A1 - Kệ Heavy Duty - Ô 86,Trần Văn Nam,ACTIVE,574080,2026-01-28,Tài sản mẫu kiểm thử số 391
AST-00392,Pallet Nhựa Xanh Lót Sàn #392,Pallet Nhựa,1100x1100x120mm,SN-2026-78229,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy B - Ô 29,Phạm Thị Lan,LOANED,354870,2026-01-01,Tài sản mẫu kiểm thử số 392
AST-00393,Pallet Gỗ Thông Xuất Khẩu Euro #393,Pallet Gỗ,1200x800x144mm,SN-2026-91244,DEPT-WAREHOUSE,Kho Xuất Hàng C - Ô 91,Nguyễn Thị Hoa,ACTIVE,243570,2026-01-02,Tài sản mẫu kiểm thử số 393
AST-00394,Máy Điều Hòa Âm Trần Daikin 36000BTU #394,Thiết Bị Văn Phòng,FCNQ36MV1,SN-2026-35817,DEPT-OFFICE,Tầng 5 - Phòng Họp Lớn - Ô 41,Phạm Minh Đức,ACTIVE,38040550,2026-01-03,Tài sản mẫu kiểm thử số 394
AST-00395,Ghế Xoay Lưới Công Trình Ergonomic #395,Thiết Bị Văn Phòng,Hòa Phát EG-01,SN-2026-48870,DEPT-OFFICE,Tầng 5 - Khối Văn Phòng - Ô 7,Hoàng Văn Thái,ACTIVE,1881660,2026-01-04,Tài sản mẫu kiểm thử số 395
AST-00396,Máy Điều Hòa Âm Trần Daikin 36000BTU #396,Thiết Bị Văn Phòng,FCNQ36MV1,SN-2026-87154,DEPT-OFFICE,Tầng 5 - Phòng Họp Lớn - Ô 10,Lê Vũ Tường,ACTIVE,38003040,2026-01-05,Tài sản mẫu kiểm thử số 396
AST-00397,Màn Hình Dell UltraSharp 27 inch 4K #397,Thiết Bị IT,U2723QE,SN-2026-50393,DEPT-IT,Tầng 4 - Phòng IT - Ô 92,Nguyễn Văn Hùng,ACTIVE,12828750,2026-01-06,Tài sản mẫu kiểm thử số 397
AST-00398,Ghế Xoay Lưới Công Trình Ergonomic #398,Thiết Bị Văn Phòng,Hòa Phát EG-01,SN-2026-35722,DEPT-OFFICE,Tầng 5 - Khối Văn Phòng - Ô 73,Hoàng Văn Thái,ACTIVE,1827470,2026-01-07,Tài sản mẫu kiểm thử số 398
AST-00399,Pallet Nhựa Đen 1200x1000mm #399,Pallet Nhựa,1200x1000x150mm,SN-2026-65111,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy A - Ô 17,Nguyễn Thị Hoa,ACTIVE,464540,2026-01-08,Tài sản mẫu kiểm thử số 399
AST-00400,Pallet Nhựa 2 Mặt Tải Trọng Nặng #400,Pallet Nhựa,1200x1200x160mm,SN-2026-43495,DEPT-WAREHOUSE,Kho Hàng A1 - Kệ Heavy Duty - Ô 75,Hoàng Văn Thái,LOANED,669150,2026-01-09,Tài sản mẫu kiểm thử số 400
AST-00401,Máy In Tem Nhãn QR Code Thermal #401,Thiết Bị IT,Xprinter XP-420B,SN-2026-78841,DEPT-IT,Tầng 4 - Phòng IT - Ô 26,Nguyễn Văn Hùng,ACTIVE,2796860,2026-01-10,Tài sản mẫu kiểm thử số 401
AST-00402,Pallet Gỗ Thông Xuất Khẩu Euro #402,Pallet Gỗ,1200x800x144mm,SN-2026-53420,DEPT-WAREHOUSE,Kho Xuất Hàng C - Ô 1,Hoàng Văn Thái,REPAIR,291030,2026-01-11,Tài sản mẫu kiểm thử số 402
AST-00403,Pallet Nhựa Đen 1200x1000mm #403,Pallet Nhựa,1200x1000x150mm,SN-2026-41066,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy A - Ô 35,Lê Vũ Tường,ACTIVE,403030,2026-01-12,Tài sản mẫu kiểm thử số 403
AST-00404,Máy Điều Hòa Âm Trần Daikin 36000BTU #404,Thiết Bị Văn Phòng,FCNQ36MV1,SN-2026-75680,DEPT-OFFICE,Tầng 5 - Phòng Họp Lớn - Ô 64,Phạm Thị Lan,REPAIR,38016000,2026-01-13,Tài sản mẫu kiểm thử số 404
AST-00405,Laptop Dell Latitude 5440 i7 #405,Thiết Bị IT,Core i7 16GB 512GB,SN-2026-78540,DEPT-IT,Tầng 4 - Phòng IT - Ô 27,Nguyễn Văn Hùng,LOANED,22487370,2026-01-14,Tài sản mẫu kiểm thử số 405
AST-00406,Máy In Tem Nhãn QR Code Thermal #406,Thiết Bị IT,Xprinter XP-420B,SN-2026-80218,DEPT-IT,Tầng 4 - Phòng IT - Ô 7,Phạm Thị Lan,ACTIVE,2849250,2026-01-15,Tài sản mẫu kiểm thử số 406
AST-00407,Máy In Tem Nhãn QR Code Thermal #407,Thiết Bị IT,Xprinter XP-420B,SN-2026-73501,DEPT-IT,Tầng 4 - Phòng IT - Ô 49,Phạm Thị Lan,REPAIR,2836590,2026-01-16,Tài sản mẫu kiểm thử số 407
AST-00408,Máy Nén Khí Piston 15HP #408,Máy Móc Nhà Máy,Pegasus T-15,SN-2026-65460,DEPT-FACTORY,Xưởng Cơ Khí A2 - Ô 97,Nguyễn Văn Hùng,ACTIVE,35033390,2026-01-17,Tài sản mẫu kiểm thử số 408
AST-00409,Máy Điều Hòa Âm Trần Daikin 36000BTU #409,Thiết Bị Văn Phòng,FCNQ36MV1,SN-2026-64599,DEPT-OFFICE,Tầng 5 - Phòng Họp Lớn - Ô 53,Phạm Thị Lan,SPARE,38046920,2026-01-18,Tài sản mẫu kiểm thử số 409
AST-00410,Bộ Máy Hàn TIG Điện Tử 250A #410,Dụng Cụ Công Nghiệp,Jasic TIG-250A,SN-2026-95394,DEPT-WAREHOUSE,Kho Dụng Cụ Kỹ Thuật - Ô 29,Nguyễn Văn Hùng,SPARE,12485850,2026-01-19,Tài sản mẫu kiểm thử số 410
AST-00411,Bộ Máy Hàn TIG Điện Tử 250A #411,Dụng Cụ Công Nghiệp,Jasic TIG-250A,SN-2026-54313,DEPT-WAREHOUSE,Kho Dụng Cụ Kỹ Thuật - Ô 78,Hoàng Văn Thái,ACTIVE,12468980,2026-01-20,Tài sản mẫu kiểm thử số 411
AST-00412,Pallet Gỗ Thông Xuất Khẩu Euro #412,Pallet Gỗ,1200x800x144mm,SN-2026-16350,DEPT-WAREHOUSE,Kho Xuất Hàng C - Ô 53,Nguyễn Văn Hùng,ACTIVE,209580,2026-01-21,Tài sản mẫu kiểm thử số 412
AST-00413,Máy In Tem Nhãn QR Code Thermal #413,Thiết Bị IT,Xprinter XP-420B,SN-2026-96768,DEPT-IT,Tầng 4 - Phòng IT - Ô 39,Lê Vũ Tường,ACTIVE,2822110,2026-01-22,Tài sản mẫu kiểm thử số 413
AST-00414,Pallet Nhựa Đen 1200x1000mm #414,Pallet Nhựa,1200x1000x150mm,SN-2026-54489,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy A - Ô 76,Nguyễn Văn Hùng,REPAIR,441220,2026-01-23,Tài sản mẫu kiểm thử số 414
AST-00415,Pallet Nhựa Xanh Lót Sàn #415,Pallet Nhựa,1100x1100x120mm,SN-2026-14546,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy B - Ô 85,Nguyễn Văn Hùng,ACTIVE,335900,2026-01-24,Tài sản mẫu kiểm thử số 415
AST-00416,Máy Nén Khí Piston 15HP #416,Máy Móc Nhà Máy,Pegasus T-15,SN-2026-47849,DEPT-FACTORY,Xưởng Cơ Khí A2 - Ô 95,Hoàng Văn Thái,ACTIVE,34954060,2026-01-25,Tài sản mẫu kiểm thử số 416
AST-00417,Pallet Nhựa Đen 1200x1000mm #417,Pallet Nhựa,1200x1000x150mm,SN-2026-16674,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy A - Ô 98,Phạm Thị Lan,ACTIVE,471930,2026-01-26,Tài sản mẫu kiểm thử số 417
AST-00418,Pallet Nhựa Xanh Lót Sàn #418,Pallet Nhựa,1100x1100x120mm,SN-2026-97627,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy B - Ô 65,Nguyễn Văn Hùng,LOANED,339550,2026-01-27,Tài sản mẫu kiểm thử số 418
AST-00419,Màn Hình Dell UltraSharp 27 inch 4K #419,Thiết Bị IT,U2723QE,SN-2026-20308,DEPT-IT,Tầng 4 - Phòng IT - Ô 19,Hoàng Văn Thái,ACTIVE,12842480,2026-01-28,Tài sản mẫu kiểm thử số 419
AST-00420,Pallet Nhựa Xanh Lót Sàn #420,Pallet Nhựa,1100x1100x120mm,SN-2026-87138,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy B - Ô 35,Phạm Thị Lan,SPARE,361820,2026-01-01,Tài sản mẫu kiểm thử số 420
AST-00421,Laptop Dell Latitude 5440 i7 #421,Thiết Bị IT,Core i7 16GB 512GB,SN-2026-61212,DEPT-IT,Tầng 4 - Phòng IT - Ô 49,Phạm Thị Lan,ACTIVE,22530690,2026-01-02,Tài sản mẫu kiểm thử số 421
AST-00422,Máy Điều Hòa Âm Trần Daikin 36000BTU #422,Thiết Bị Văn Phòng,FCNQ36MV1,SN-2026-63989,DEPT-OFFICE,Tầng 5 - Phòng Họp Lớn - Ô 19,Lê Vũ Tường,REPAIR,38000750,2026-01-03,Tài sản mẫu kiểm thử số 422
AST-00423,Pallet Nhựa Đen 1200x1000mm #423,Pallet Nhựa,1200x1000x150mm,SN-2026-93370,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy A - Ô 92,Phạm Thị Lan,LOANED,414510,2026-01-04,Tài sản mẫu kiểm thử số 423
AST-00424,Pallet Nhựa 2 Mặt Tải Trọng Nặng #424,Pallet Nhựa,1200x1200x160mm,SN-2026-64353,DEPT-WAREHOUSE,Kho Hàng A1 - Kệ Heavy Duty - Ô 36,Phạm Thị Lan,ACTIVE,642900,2026-01-05,Tài sản mẫu kiểm thử số 424
AST-00425,Xe Nâng Điện Toyota 2.5 Tấn #425,Máy Móc Nhà Máy,Toyota 8FBN25,SN-2026-27226,DEPT-FACTORY,Nhà Máy A1 - Cầu Cảng - Ô 72,Phạm Thị Lan,ACTIVE,420045590,2026-01-06,Tài sản mẫu kiểm thử số 425
AST-00426,Xe Nâng Điện Toyota 2.5 Tấn #426,Máy Móc Nhà Máy,Toyota 8FBN25,SN-2026-98991,DEPT-FACTORY,Nhà Máy A1 - Cầu Cảng - Ô 62,Phạm Thị Lan,SPARE,420012850,2026-01-07,Tài sản mẫu kiểm thử số 426
AST-00427,Pallet Nhựa 2 Mặt Tải Trọng Nặng #427,Pallet Nhựa,1200x1200x160mm,SN-2026-46670,DEPT-WAREHOUSE,Kho Hàng A1 - Kệ Heavy Duty - Ô 56,Lê Vũ Tường,SPARE,627840,2026-01-08,Tài sản mẫu kiểm thử số 427
AST-00428,Xe Nâng Điện Toyota 2.5 Tấn #428,Máy Móc Nhà Máy,Toyota 8FBN25,SN-2026-80195,DEPT-FACTORY,Nhà Máy A1 - Cầu Cảng - Ô 85,Nguyễn Văn Hùng,ACTIVE,419965700,2026-01-09,Tài sản mẫu kiểm thử số 428
AST-00429,Bộ Máy Hàn TIG Điện Tử 250A #429,Dụng Cụ Công Nghiệp,Jasic TIG-250A,SN-2026-32227,DEPT-WAREHOUSE,Kho Dụng Cụ Kỹ Thuật - Ô 56,Nguyễn Thị Hoa,ACTIVE,12539030,2026-01-10,Tài sản mẫu kiểm thử số 429
AST-00430,Pallet Nhựa Xanh Lót Sàn #430,Pallet Nhựa,1100x1100x120mm,SN-2026-79799,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy B - Ô 85,Nguyễn Văn Hùng,ACTIVE,342330,2026-01-11,Tài sản mẫu kiểm thử số 430
AST-00431,Xe Nâng Điện Toyota 2.5 Tấn #431,Máy Móc Nhà Máy,Toyota 8FBN25,SN-2026-61839,DEPT-FACTORY,Nhà Máy A1 - Cầu Cảng - Ô 43,Phạm Minh Đức,LOANED,420016730,2026-01-12,Tài sản mẫu kiểm thử số 431
AST-00432,Xe Nâng Điện Toyota 2.5 Tấn #432,Máy Móc Nhà Máy,Toyota 8FBN25,SN-2026-66339,DEPT-FACTORY,Nhà Máy A1 - Cầu Cảng - Ô 87,Nguyễn Thị Hoa,SPARE,419962370,2026-01-13,Tài sản mẫu kiểm thử số 432
AST-00433,Máy Nén Khí Piston 15HP #433,Máy Móc Nhà Máy,Pegasus T-15,SN-2026-75414,DEPT-FACTORY,Xưởng Cơ Khí A2 - Ô 6,Phạm Minh Đức,ACTIVE,35010210,2026-01-14,Tài sản mẫu kiểm thử số 433
AST-00434,Ghế Xoay Lưới Công Trình Ergonomic #434,Thiết Bị Văn Phòng,Hòa Phát EG-01,SN-2026-50419,DEPT-OFFICE,Tầng 5 - Khối Văn Phòng - Ô 20,Lê Vũ Tường,ACTIVE,1821150,2026-01-15,Tài sản mẫu kiểm thử số 434
AST-00435,Xe Nâng Điện Toyota 2.5 Tấn #435,Máy Móc Nhà Máy,Toyota 8FBN25,SN-2026-98261,DEPT-FACTORY,Nhà Máy A1 - Cầu Cảng - Ô 100,Nguyễn Thị Hoa,REPAIR,419952040,2026-01-16,Tài sản mẫu kiểm thử số 435
AST-00436,Máy In Tem Nhãn QR Code Thermal #436,Thiết Bị IT,Xprinter XP-420B,SN-2026-50547,DEPT-IT,Tầng 4 - Phòng IT - Ô 45,Lê Vũ Tường,SPARE,2824810,2026-01-17,Tài sản mẫu kiểm thử số 436
AST-00437,Máy In Tem Nhãn QR Code Thermal #437,Thiết Bị IT,Xprinter XP-420B,SN-2026-44119,DEPT-IT,Tầng 4 - Phòng IT - Ô 55,Trần Văn Nam,ACTIVE,2756270,2026-01-18,Tài sản mẫu kiểm thử số 437
AST-00438,Máy In Tem Nhãn QR Code Thermal #438,Thiết Bị IT,Xprinter XP-420B,SN-2026-37129,DEPT-IT,Tầng 4 - Phòng IT - Ô 39,Phạm Minh Đức,ACTIVE,2803800,2026-01-19,Tài sản mẫu kiểm thử số 438
AST-00439,Pallet Nhựa 2 Mặt Tải Trọng Nặng #439,Pallet Nhựa,1200x1200x160mm,SN-2026-72845,DEPT-WAREHOUSE,Kho Hàng A1 - Kệ Heavy Duty - Ô 17,Hoàng Văn Thái,ACTIVE,636010,2026-01-20,Tài sản mẫu kiểm thử số 439
AST-00440,Pallet Nhựa Đen 1200x1000mm #440,Pallet Nhựa,1200x1000x150mm,SN-2026-52050,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy A - Ô 45,Phạm Thị Lan,ACTIVE,487210,2026-01-21,Tài sản mẫu kiểm thử số 440
AST-00441,Bộ Máy Hàn TIG Điện Tử 250A #441,Dụng Cụ Công Nghiệp,Jasic TIG-250A,SN-2026-41534,DEPT-WAREHOUSE,Kho Dụng Cụ Kỹ Thuật - Ô 80,Trần Văn Nam,ACTIVE,12481560,2026-01-22,Tài sản mẫu kiểm thử số 441
AST-00442,Bộ Máy Hàn TIG Điện Tử 250A #442,Dụng Cụ Công Nghiệp,Jasic TIG-250A,SN-2026-18951,DEPT-WAREHOUSE,Kho Dụng Cụ Kỹ Thuật - Ô 48,Hoàng Văn Thái,ACTIVE,12464630,2026-01-23,Tài sản mẫu kiểm thử số 442
AST-00443,Màn Hình Dell UltraSharp 27 inch 4K #443,Thiết Bị IT,U2723QE,SN-2026-43483,DEPT-IT,Tầng 4 - Phòng IT - Ô 14,Nguyễn Thị Hoa,REPAIR,12761480,2026-01-24,Tài sản mẫu kiểm thử số 443
AST-00444,Laptop Dell Latitude 5440 i7 #444,Thiết Bị IT,Core i7 16GB 512GB,SN-2026-94699,DEPT-IT,Tầng 4 - Phòng IT - Ô 74,Hoàng Văn Thái,SPARE,22478720,2026-01-25,Tài sản mẫu kiểm thử số 444
AST-00445,Máy Nén Khí Piston 15HP #445,Máy Móc Nhà Máy,Pegasus T-15,SN-2026-80839,DEPT-FACTORY,Xưởng Cơ Khí A2 - Ô 23,Lê Vũ Tường,ACTIVE,34970160,2026-01-26,Tài sản mẫu kiểm thử số 445
AST-00446,Pallet Nhựa 2 Mặt Tải Trọng Nặng #446,Pallet Nhựa,1200x1200x160mm,SN-2026-66541,DEPT-WAREHOUSE,Kho Hàng A1 - Kệ Heavy Duty - Ô 24,Trần Văn Nam,ACTIVE,622060,2026-01-27,Tài sản mẫu kiểm thử số 446
AST-00447,Màn Hình Dell UltraSharp 27 inch 4K #447,Thiết Bị IT,U2723QE,SN-2026-32509,DEPT-IT,Tầng 4 - Phòng IT - Ô 80,Trần Văn Nam,LOANED,12769070,2026-01-28,Tài sản mẫu kiểm thử số 447
AST-00448,Pallet Gỗ Thông Xuất Khẩu Euro #448,Pallet Gỗ,1200x800x144mm,SN-2026-23935,DEPT-WAREHOUSE,Kho Xuất Hàng C - Ô 82,Nguyễn Thị Hoa,ACTIVE,251890,2026-01-01,Tài sản mẫu kiểm thử số 448
